p1,p2,ptype,fid1,fid2,tags,set,nsamples,pp,new_type,old_tags,label
F0154/MID1,F0154/MID3,fs,F0154,F0154,145,0,24,F0154.MID1.MID3,,fs,0
F0922/MID2,F0922/MID4,md,F0922,F0922,874,0,16,F0922.MID2.MID4,,md,3
F0206/MID3,F0206/MID10,fd,F0206,F0206,194,0,52,F0206.MID3.MID10,,fd,1
F0326/MID4,F0326/MID7,fd,F0326,F0326,305,0,12,F0326.MID4.MID7,,fd,1
F0955/MID5,F0955/MID4,ms,F0955,F0955,907,0,8,F0955.MID5.MID4,,ms,2
F0235/MID2,F0235/MID3,ms,F0235,F0235,220,0,6,F0235.MID2.MID3,,ms,2
F0166/MID2,F0166/MID4,ms,F0166,F0166,157,0,42,F0166.MID2.MID4,,ms,2
F0742/MID1,F0742/MID5,fs,F0742,F0742,698,0,24,F0742.MID1.MID5,,fs,0
F0582/MID1,F0582/MID3,fs,F0582,F0582,547,0,32,F0582.MID1.MID3,,fs,0
F0937/MID3,F0937/MID2,ms,F0937,F0937,889,0,12,F0937.MID3.MID2,,ms,2
F0401/MID1,F0401/MID9,fd,F0401,F0401,373,0,4,F0401.MID1.MID9,,fd,1
F0307/MID1,F0307/MID2,fd,F0307,F0307,287,0,75,F0307.MID1.MID2,,fd,1
F0989/MID3,F0989/MID2,md,F0989,F0989,941,0,10,F0989.MID3.MID2,,md,3
F0192/MID6,F0192/MID1,ms,F0192,F0192,181,0,10,F0192.MID6.MID1,,ms,2
F0514/MID5,F0514/MID6,fs,F0514,F0514,481,0,2,F0514.MID5.MID6,,fs,0
F0264/MID1,F0264/MID8,fs,F0264,F0264,248,0,3,F0264.MID1.MID8,,fs,0
F0987/MID12,F0987/MID14,fs,F0987,F0987,939,0,6,F0987.MID12.MID14,,fs,0
F1002/MID2,F1002/MID6,md,F1002,F1002,954,0,88,F1002.MID2.MID6,,md,3
F0580/MID1,F0580/MID2,fs,F0580,F0580,545,0,65,F0580.MID1.MID2,,fs,0
F0116/MID1,F0116/MID5,fs,F0116,F0116,108,0,16,F0116.MID1.MID5,,fs,0
F0325/MID1,F0325/MID12,fs,F0325,F0325,304,0,6,F0325.MID1.MID12,,fs,0
F0848/MID1,F0848/MID2,fd,F0848,F0848,802,0,84,F0848.MID1.MID2,,fd,1
F0361/MID1,F0361/MID4,fd,F0361,F0361,338,0,81,F0361.MID1.MID4,,fd,1
F0209/MID6,F0209/MID2,md,F0209,F0209,197,0,8,F0209.MID6.MID2,,md,3
F0013/MID4,F0013/MID5,ms,F0013,F0013,12,0,3,F0013.MID4.MID5,,ms,2
F0961/MID1,F0961/MID8,fs,F0961,F0961,913,0,24,F0961.MID1.MID8,,fs,0
F0734/MID1,F0734/MID4,fd,F0734,F0734,690,0,12,F0734.MID1.MID4,,fd,1
F0759/MID5,F0759/MID6,md,F0759,F0759,715,0,2,F0759.MID5.MID6,,md,3
F0338/MID1,F0338/MID5,fs,F0338,F0338,316,0,16,F0338.MID1.MID5,,fs,0
F0076/MID2,F0076/MID3,fd,F0076,F0076,69,0,20,F0076.MID2.MID3,,fd,1
F0601/MID16,F0601/MID40,md,F0601,F0601,565,0,48,F0601.MID16.MID40,,md,3
F0111/MID1,F0111/MID4,ms,F0111,F0111,103,0,35,F0111.MID1.MID4,,ms,2
F0749/MID2,F0749/MID5,fs,F0749,F0749,705,0,24,F0749.MID2.MID5,,fs,0
F0992/MID6,F0992/MID9,fd,F0992,F0992,944,0,45,F0992.MID6.MID9,,fd,1
F0539/MID1,F0539/MID4,fd,F0539,F0539,506,0,30,F0539.MID1.MID4,,fd,1
F0478/MID1,F0478/MID5,fs,F0478,F0478,448,0,24,F0478.MID1.MID5,,fs,0
F0098/MID2,F0098/MID4,ms,F0098,F0098,91,0,35,F0098.MID2.MID4,,ms,2
F0253/MID2,F0253/MID3,fs,F0253,F0253,238,0,4,F0253.MID2.MID3,,fs,0
F0497/MID1,F0497/MID3,fd,F0497,F0497,465,0,6,F0497.MID1.MID3,,fd,1
F0595/MID2,F0595/MID1,fs,F0595,F0595,559,0,72,F0595.MID2.MID1,,fs,0
F0708/MID5,F0708/MID1,fs,F0708,F0708,665,0,108,F0708.MID5.MID1,,fs,0
F0954/MID1,F0954/MID3,fs,F0954,F0954,906,0,77,F0954.MID1.MID3,,fs,0
F0975/MID5,F0975/MID4,fd,F0975,F0975,927,0,8,F0975.MID5.MID4,,fd,1
F0672/MID1,F0672/MID3,fs,F0672,F0672,632,0,65,F0672.MID1.MID3,,fs,0
F0079/MID4,F0079/MID1,fd,F0079,F0079,72,0,50,F0079.MID4.MID1,,fd,1
F0816/MID1,F0816/MID4,fd,F0816,F0816,770,0,24,F0816.MID1.MID4,,fd,1
F0759/MID2,F0759/MID3,md,F0759,F0759,715,0,10,F0759.MID2.MID3,,md,3
F0088/MID2,F0088/MID5,ms,F0088,F0088,81,0,96,F0088.MID2.MID5,,ms,2
F0817/MID5,F0817/MID3,md,F0817,F0817,771,0,9,F0817.MID5.MID3,,md,3
F0585/MID3,F0585/MID1,fd,F0585,F0585,550,0,16,F0585.MID3.MID1,,fd,1
F0817/MID1,F0817/MID2,fd,F0817,F0817,771,0,24,F0817.MID1.MID2,,fd,1
F0315/MID3,F0315/MID1,ms,F0315,F0315,294,0,6,F0315.MID3.MID1,,ms,2
F0989/MID11,F0989/MID7,ms,F0989,F0989,941,0,5,F0989.MID11.MID7,,ms,2
F0149/MID1,F0149/MID4,fd,F0149,F0149,140,0,14,F0149.MID1.MID4,,fd,1
F0662/MID1,F0662/MID4,fd,F0662,F0662,623,0,5,F0662.MID1.MID4,,fd,1
F0909/MID1,F0909/MID4,fd,F0909,F0909,862,0,36,F0909.MID1.MID4,,fd,1
F0788/MID4,F0788/MID1,ms,F0788,F0788,743,0,20,F0788.MID4.MID1,,ms,2
F0625/MID2,F0625/MID4,fs,F0625,F0625,587,0,24,F0625.MID2.MID4,,fs,0
F0425/MID5,F0425/MID9,ms,F0425,F0425,397,0,10,F0425.MID5.MID9,,ms,2
F0171/MID1,F0171/MID7,fd,F0171,F0171,162,0,14,F0171.MID1.MID7,,fd,1
F0664/MID2,F0664/MID3,fd,F0664,F0664,625,0,12,F0664.MID2.MID3,,fd,1
F0973/MID1,F0973/MID4,md,F0973,F0973,925,0,9,F0973.MID1.MID4,,md,3
F0171/MID4,F0171/MID3,md,F0171,F0171,162,0,6,F0171.MID4.MID3,,md,3
F0678/MID2,F0678/MID5,ms,F0678,F0678,638,0,12,F0678.MID2.MID5,,ms,2
F0544/MID5,F0544/MID2,fs,F0544,F0544,511,0,1,F0544.MID5.MID2,,fs,0
F0631/MID3,F0631/MID2,ms,F0631,F0631,593,0,20,F0631.MID3.MID2,,ms,2
F0690/MID1,F0690/MID3,fs,F0690,F0690,650,0,28,F0690.MID1.MID3,,fs,0
F0348/MID1,F0348/MID3,fs,F0348,F0348,325,0,35,F0348.MID1.MID3,,fs,0
F0073/MID1,F0073/MID5,ms,F0073,F0073,66,0,48,F0073.MID1.MID5,,ms,2
F0428/MID1,F0428/MID3,fs,F0428,F0428,400,0,6,F0428.MID1.MID3,,fs,0
F0683/MID4,F0683/MID5,md,F0683,F0683,643,0,3,F0683.MID4.MID5,,md,3
F0811/MID1,F0811/MID6,fd,F0811,F0811,765,0,4,F0811.MID1.MID6,,fd,1
F0528/MID2,F0528/MID4,ms,F0528,F0528,495,0,90,F0528.MID2.MID4,,ms,2
F0578/MID1,F0578/MID5,fs,F0578,F0578,543,0,12,F0578.MID1.MID5,,fs,0
F0503/MID5,F0503/MID7,fs,F0503,F0503,470,0,1,F0503.MID5.MID7,,fs,0
F0559/MID4,F0559/MID1,md,F0559,F0559,525,0,8,F0559.MID4.MID1,,md,3
F0090/MID14,F0090/MID1,fs,F0090,F0090,83,0,19,F0090.MID14.MID1,,fs,0
F0737/MID2,F0737/MID1,fs,F0737,F0737,693,0,27,F0737.MID2.MID1,,fs,0
F0715/MID2,F0715/MID1,fd,F0715,F0715,671,0,36,F0715.MID2.MID1,,fd,1
F0940/MID1,F0940/MID3,fd,F0940,F0940,892,0,40,F0940.MID1.MID3,,fd,1
F0601/MID2,F0601/MID9,ms,F0601,F0601,565,0,2905,F0601.MID2.MID9,,ms,2
F0774/MID5,F0774/MID7,fs,F0774,F0774,729,0,1,F0774.MID5.MID7,,fs,0
F0070/MID2,F0070/MID4,md,F0070,F0070,63,0,14,F0070.MID2.MID4,,md,3
F0822/MID3,F0822/MID4,ms,F0822,F0822,776,0,1,F0822.MID3.MID4,,ms,2
F0860/MID1,F0860/MID4,fs,F0860,F0860,814,0,15,F0860.MID1.MID4,,fs,0
F0915/MID4,F0915/MID1,md,F0915,F0915,867,0,18,F0915.MID4.MID1,,md,3
F0179/MID2,F0179/MID3,md,F0179,F0179,168,0,2,F0179.MID2.MID3,,md,3
F0844/MID4,F0844/MID3,ms,F0844,F0844,798,0,27,F0844.MID4.MID3,,ms,2
F0254/MID1,F0254/MID4,fd,F0254,F0254,239,0,18,F0254.MID1.MID4,,fd,1
F0116/MID1,F0116/MID3,fs,F0116,F0116,108,0,16,F0116.MID1.MID3,,fs,0
F0501/MID2,F0501/MID4,ms,F0501,F0501,468,0,25,F0501.MID2.MID4,,ms,2
F0684/MID1,F0684/MID4,fs,F0684,F0684,644,0,40,F0684.MID1.MID4,,fs,0
F0464/MID2,F0464/MID1,md,F0464,F0464,434,0,10,F0464.MID2.MID1,,md,3
F0459/MID2,F0459/MID4,md,F0459,F0459,431,0,1,F0459.MID2.MID4,,md,3
F0717/MID1,F0717/MID5,fs,F0717,F0717,673,0,21,F0717.MID1.MID5,,fs,0
F0477/MID2,F0477/MID3,ms,F0477,F0477,447,0,8,F0477.MID2.MID3,,ms,2
F0578/MID1,F0578/MID4,fd,F0578,F0578,543,0,18,F0578.MID1.MID4,,fd,1
F0246/MID1,F0246/MID2,ms,F0246,F0246,231,0,16,F0246.MID1.MID2,,ms,2
F0814/MID4,F0814/MID5,ms,F0814,F0814,768,0,12,F0814.MID4.MID5,,ms,2
F0795/MID3,F0795/MID4,fs,F0795,F0795,749,0,30,F0795.MID3.MID4,,fs,0
F0915/MID2,F0915/MID3,fd,F0915,F0915,867,0,18,F0915.MID2.MID3,,fd,1
F0197/MID2,F0197/MID6,fd,F0197,F0197,186,0,70,F0197.MID2.MID6,,fd,1
F0662/MID2,F0662/MID4,md,F0662,F0662,623,0,1,F0662.MID2.MID4,,md,3
F0601/MID5,F0601/MID7,fs,F0601,F0601,565,0,3710,F0601.MID5.MID7,,fs,0
F0475/MID2,F0475/MID1,fs,F0475,F0475,445,0,15,F0475.MID2.MID1,,fs,0
F0975/MID1,F0975/MID2,md,F0975,F0975,927,0,70,F0975.MID1.MID2,,md,3
F0090/MID4,F0090/MID12,fd,F0090,F0090,83,0,18,F0090.MID4.MID12,,fd,1
F0989/MID9,F0989/MID12,fd,F0989,F0989,941,0,1,F0989.MID9.MID12,,fd,1
F0729/MID2,F0729/MID5,ms,F0729,F0729,685,0,84,F0729.MID2.MID5,,ms,2
F0202/MID4,F0202/MID5,fs,F0202,F0202,191,0,10,F0202.MID4.MID5,,fs,0
F0641/MID1,F0641/MID6,fs,F0641,F0641,602,0,16,F0641.MID1.MID6,,fs,0
F0690/MID1,F0690/MID10,fd,F0690,F0690,650,0,7,F0690.MID1.MID10,,fd,1
F0959/MID1,F0959/MID2,md,F0959,F0959,911,0,50,F0959.MID1.MID2,,md,3
F0690/MID5,F0690/MID1,fs,F0690,F0690,650,0,7,F0690.MID5.MID1,,fs,0
F0600/MID6,F0600/MID3,ms,F0600,F0600,564,0,84,F0600.MID6.MID3,,ms,2
F0263/MID1,F0263/MID3,fs,F0263,F0263,247,0,36,F0263.MID1.MID3,,fs,0
F0601/MID32,F0601/MID31,md,F0601,F0601,565,0,10,F0601.MID32.MID31,,md,3
F0515/MID1,F0515/MID3,fs,F0515,F0515,482,0,42,F0515.MID1.MID3,,fs,0
F0005/MID1,F0005/MID2,md,F0005,F0005,4,0,80,F0005.MID1.MID2,,md,3
F0251/MID1,F0251/MID8,fd,F0251,F0251,236,0,32,F0251.MID1.MID8,,fd,1
F0748/MID2,F0748/MID3,fd,F0748,F0748,704,0,32,F0748.MID2.MID3,,fd,1
F0045/MID1,F0045/MID3,fs,F0045,F0045,40,0,18,F0045.MID1.MID3,,fs,0
F0625/MID2,F0625/MID3,fd,F0625,F0625,587,0,42,F0625.MID2.MID3,,fd,1
F0856/MID3,F0856/MID1,ms,F0856,F0856,810,0,18,F0856.MID3.MID1,,ms,2
F0926/MID2,F0926/MID5,ms,F0926,F0926,878,0,12,F0926.MID2.MID5,,ms,2
F0174/MID1,F0174/MID5,fd,F0174,F0174,165,0,44,F0174.MID1.MID5,,fd,1
F0107/MID2,F0107/MID4,md,F0107,F0107,99,0,56,F0107.MID2.MID4,,md,3
F0759/MID2,F0759/MID4,ms,F0759,F0759,715,0,10,F0759.MID2.MID4,,ms,2
F0544/MID4,F0544/MID3,md,F0544,F0544,511,0,36,F0544.MID4.MID3,,md,3
F0980/MID4,F0980/MID1,md,F0980,F0980,932,0,10,F0980.MID4.MID1,,md,3
F0703/MID1,F0703/MID9,fs,F0703,F0703,662,0,5,F0703.MID1.MID9,,fs,0
F0171/MID1,F0171/MID6,fd,F0171,F0171,162,0,14,F0171.MID1.MID6,,fd,1
F0894/MID1,F0894/MID2,fd,F0894,F0894,847,0,80,F0894.MID1.MID2,,fd,1
F0851/MID4,F0851/MID5,md,F0851,F0851,805,0,24,F0851.MID4.MID5,,md,3
F0280/MID3,F0280/MID4,md,F0280,F0280,262,0,20,F0280.MID3.MID4,,md,3
F0896/MID2,F0896/MID5,ms,F0896,F0896,849,0,5,F0896.MID2.MID5,,ms,2
F0896/MID1,F0896/MID3,fs,F0896,F0896,849,0,32,F0896.MID1.MID3,,fs,0
F0895/MID1,F0895/MID3,fs,F0895,F0895,848,0,10,F0895.MID1.MID3,,fs,0
F0192/MID2,F0192/MID3,md,F0192,F0192,181,0,12,F0192.MID2.MID3,,md,3
F0757/MID2,F0757/MID3,fd,F0757,F0757,713,0,28,F0757.MID2.MID3,,fd,1
F0232/MID1,F0232/MID5,fd,F0232,F0232,217,0,6,F0232.MID1.MID5,,fd,1
F0181/MID1,F0181/MID3,fd,F0181,F0181,170,0,18,F0181.MID1.MID3,,fd,1
F0580/MID3,F0580/MID2,ms,F0580,F0580,545,0,35,F0580.MID3.MID2,,ms,2
F0298/MID2,F0298/MID4,fs,F0298,F0298,279,0,35,F0298.MID2.MID4,,fs,0
F0881/MID1,F0881/MID4,fd,F0881,F0881,834,0,27,F0881.MID1.MID4,,fd,1
F0545/MID1,F0545/MID3,fs,F0545,F0545,512,0,352,F0545.MID1.MID3,,fs,0
F0048/MID1,F0048/MID7,fd,F0048,F0048,43,0,8,F0048.MID1.MID7,,fd,1
F0253/MID2,F0253/MID4,fs,F0253,F0253,238,0,4,F0253.MID2.MID4,,fs,0
F0097/MID2,F0097/MID1,ms,F0097,F0097,90,0,18,F0097.MID2.MID1,,ms,2
F0208/MID1,F0208/MID4,fs,F0208,F0208,196,0,20,F0208.MID1.MID4,,fs,0
F0932/MID3,F0932/MID2,fd,F0932,F0932,884,0,12,F0932.MID3.MID2,,fd,1
F0197/MID2,F0197/MID4,fd,F0197,F0197,186,0,80,F0197.MID2.MID4,,fd,1
F0154/MID4,F0154/MID2,ms,F0154,F0154,145,0,14,F0154.MID4.MID2,,ms,2
F0143/MID1,F0143/MID3,fd,F0143,F0143,134,0,154,F0143.MID1.MID3,,fd,1
F0362/MID2,F0362/MID5,ms,F0362,F0362,339,0,32,F0362.MID2.MID5,,ms,2
F0994/MID4,F0994/MID2,ms,F0994,F0994,946,0,10,F0994.MID4.MID2,,ms,2
F0880/MID4,F0880/MID2,fd,F0880,F0880,833,0,12,F0880.MID4.MID2,,fd,1
F0642/MID4,F0642/MID3,md,F0642,F0642,603,0,24,F0642.MID4.MID3,,md,3
F0373/MID1,F0373/MID3,ms,F0373,F0373,349,0,56,F0373.MID1.MID3,,ms,2
F0985/MID2,F0985/MID4,ms,F0985,F0985,937,0,21,F0985.MID2.MID4,,ms,2
F0537/MID1,F0537/MID4,fd,F0537,F0537,504,0,48,F0537.MID1.MID4,,fd,1
F0589/MID2,F0589/MID3,md,F0589,F0589,554,0,6,F0589.MID2.MID3,,md,3
F0774/MID2,F0774/MID4,ms,F0774,F0774,729,0,42,F0774.MID2.MID4,,ms,2
F0362/MID1,F0362/MID4,fd,F0362,F0362,339,0,40,F0362.MID1.MID4,,fd,1
F0642/MID4,F0642/MID2,md,F0642,F0642,603,0,56,F0642.MID4.MID2,,md,3
F0079/MID3,F0079/MID1,md,F0079,F0079,72,0,50,F0079.MID3.MID1,,md,3
F0118/MID2,F0118/MID6,md,F0118,F0118,110,0,230,F0118.MID2.MID6,,md,3
F0413/MID5,F0413/MID4,fd,F0413,F0413,385,0,4,F0413.MID5.MID4,,fd,1
F0048/MID9,F0048/MID11,md,F0048,F0048,43,0,1,F0048.MID9.MID11,,md,3
F0991/MID18,F0991/MID16,fs,F0991,F0991,943,0,1,F0991.MID18.MID16,,fs,0
F0987/MID11,F0987/MID15,md,F0987,F0987,939,0,12,F0987.MID11.MID15,,md,3
F0814/MID3,F0814/MID1,fd,F0814,F0814,768,0,56,F0814.MID3.MID1,,fd,1
F0888/MID4,F0888/MID1,md,F0888,F0888,841,0,10,F0888.MID4.MID1,,md,3
F0521/MID1,F0521/MID5,fs,F0521,F0521,488,0,9,F0521.MID1.MID5,,fs,0
F0020/MID11,F0020/MID6,md,F0020,F0020,17,0,2,F0020.MID11.MID6,,md,3
F0759/MID5,F0759/MID13,md,F0759,F0759,715,0,1,F0759.MID5.MID13,,md,3
F0444/MID2,F0444/MID4,md,F0444,F0444,416,0,20,F0444.MID2.MID4,,md,3
F0816/MID2,F0816/MID5,md,F0816,F0816,770,0,12,F0816.MID2.MID5,,md,3
F0174/MID1,F0174/MID6,fd,F0174,F0174,165,0,55,F0174.MID1.MID6,,fd,1
F0770/MID5,F0770/MID3,md,F0770,F0770,726,0,6,F0770.MID5.MID3,,md,3
F0580/MID3,F0580/MID4,md,F0580,F0580,545,0,28,F0580.MID3.MID4,,md,3
F0595/MID3,F0595/MID6,ms,F0595,F0595,559,0,14,F0595.MID3.MID6,,ms,2
F0965/MID1,F0965/MID3,fs,F0965,F0965,917,0,24,F0965.MID1.MID3,,fs,0
F0004/MID3,F0004/MID5,md,F0004,F0004,3,0,48,F0004.MID3.MID5,,md,3
F1007/MID2,F1007/MID4,md,F1007,F1007,958,0,40,F1007.MID2.MID4,,md,3
F0743/MID3,F0743/MID2,fd,F0743,F0743,699,0,5,F0743.MID3.MID2,,fd,1
F0875/MID1,F0875/MID4,fs,F0875,F0875,828,0,20,F0875.MID1.MID4,,fs,0
F0447/MID1,F0447/MID3,fs,F0447,F0447,419,0,54,F0447.MID1.MID3,,fs,0
F0578/MID3,F0578/MID5,ms,F0578,F0578,543,0,4,F0578.MID3.MID5,,ms,2
F0142/MID6,F0142/MID2,fs,F0142,F0142,133,0,10,F0142.MID6.MID2,,fs,0
F0814/MID4,F0814/MID6,ms,F0814,F0814,768,0,3,F0814.MID4.MID6,,ms,2
F0475/MID1,F0475/MID3,fd,F0475,F0475,445,0,10,F0475.MID1.MID3,,fd,1
F0477/MID1,F0477/MID5,fd,F0477,F0477,447,0,10,F0477.MID1.MID5,,fd,1
F0221/MID3,F0221/MID2,fd,F0221,F0221,207,0,8,F0221.MID3.MID2,,fd,1
F0365/MID2,F0365/MID3,ms,F0365,F0365,342,0,16,F0365.MID2.MID3,,ms,2
F0835/MID7,F0835/MID6,fd,F0835,F0835,789,0,4,F0835.MID7.MID6,,fd,1
F0303/MID8,F0303/MID1,ms,F0303,F0303,284,0,116,F0303.MID8.MID1,,ms,2
F0508/MID1,F0508/MID4,fd,F0508,F0508,475,0,54,F0508.MID1.MID4,,fd,1
F0013/MID4,F0013/MID7,ms,F0013,F0013,12,0,3,F0013.MID4.MID7,,ms,2
F0944/MID2,F0944/MID4,ms,F0944,F0944,896,0,14,F0944.MID2.MID4,,ms,2
F0442/MID3,F0442/MID2,fs,F0442,F0442,414,0,6,F0442.MID3.MID2,,fs,0
F0601/MID4,F0601/MID2,md,F0601,F0601,565,0,913,F0601.MID4.MID2,,md,3
F0695/MID2,F0695/MID5,md,F0695,F0695,655,0,5,F0695.MID2.MID5,,md,3
F0501/MID1,F0501/MID4,fs,F0501,F0501,468,0,40,F0501.MID1.MID4,,fs,0
F0076/MID1,F0076/MID5,md,F0076,F0076,69,0,32,F0076.MID1.MID5,,md,3
F0942/MID1,F0942/MID3,fd,F0942,F0942,894,0,27,F0942.MID1.MID3,,fd,1
F0337/MID6,F0337/MID1,fs,F0337,F0337,315,0,4,F0337.MID6.MID1,,fs,0
F0941/MID1,F0941/MID4,fd,F0941,F0941,893,0,32,F0941.MID1.MID4,,fd,1
F0969/MID4,F0969/MID5,md,F0969,F0969,921,0,10,F0969.MID4.MID5,,md,3
F0645/MID1,F0645/MID8,fs,F0645,F0645,606,0,16,F0645.MID1.MID8,,fs,0
F0197/MID2,F0197/MID3,fs,F0197,F0197,186,0,70,F0197.MID2.MID3,,fs,0
F0929/MID1,F0929/MID3,fs,F0929,F0929,881,0,20,F0929.MID1.MID3,,fs,0
F0682/MID2,F0682/MID3,ms,F0682,F0682,642,0,12,F0682.MID2.MID3,,ms,2
F0987/MID7,F0987/MID9,ms,F0987,F0987,939,0,85,F0987.MID7.MID9,,ms,2
F0192/MID2,F0192/MID4,md,F0192,F0192,181,0,9,F0192.MID2.MID4,,md,3
F0967/MID2,F0967/MID3,ms,F0967,F0967,919,0,40,F0967.MID2.MID3,,ms,2
F0622/MID2,F0622/MID5,fd,F0622,F0622,584,0,33,F0622.MID2.MID5,,fd,1
F0596/MID2,F0596/MID3,ms,F0596,F0596,560,0,35,F0596.MID2.MID3,,ms,2
F0583/MID2,F0583/MID4,fd,F0583,F0583,548,0,20,F0583.MID2.MID4,,fd,1
F0885/MID4,F0885/MID6,ms,F0885,F0885,838,0,6,F0885.MID4.MID6,,ms,2
F0111/MID1,F0111/MID2,md,F0111,F0111,103,0,42,F0111.MID1.MID2,,md,3
F0353/MID2,F0353/MID4,md,F0353,F0353,330,0,168,F0353.MID2.MID4,,md,3
F0882/MID5,F0882/MID4,md,F0882,F0882,835,0,8,F0882.MID5.MID4,,md,3
F0796/MID1,F0796/MID3,md,F0796,F0796,750,0,63,F0796.MID1.MID3,,md,3
F0428/MID1,F0428/MID4,fd,F0428,F0428,400,0,3,F0428.MID1.MID4,,fd,1
F0739/MID5,F0739/MID3,fd,F0739,F0739,695,0,8,F0739.MID5.MID3,,fd,1
F0064/MID1,F0064/MID5,fs,F0064,F0064,57,0,286,F0064.MID1.MID5,,fs,0
F0783/MID1,F0783/MID5,ms,F0783,F0783,738,0,10,F0783.MID1.MID5,,ms,2
F0955/MID8,F0955/MID1,md,F0955,F0955,907,0,1,F0955.MID8.MID1,,md,3
F0968/MID4,F0968/MID1,fs,F0968,F0968,920,0,36,F0968.MID4.MID1,,fs,0
F0432/MID6,F0432/MID4,ms,F0432,F0432,404,0,15,F0432.MID6.MID4,,ms,2
F0376/MID8,F0376/MID6,ms,F0376,F0376,352,0,84,F0376.MID8.MID6,,ms,2
F0702/MID3,F0702/MID1,md,F0702,F0702,661,0,3,F0702.MID3.MID1,,md,3
F1017/MID2,F1017/MID4,md,F1017,F1017,961,0,15,F1017.MID2.MID4,,md,3
F0561/MID3,F0561/MID5,fd,F0561,F0561,527,0,4,F0561.MID3.MID5,,fd,1
F0811/MID5,F0811/MID6,md,F0811,F0811,765,0,3,F0811.MID5.MID6,,md,3
F0153/MID2,F0153/MID1,md,F0153,F0153,144,0,8,F0153.MID2.MID1,,md,3
F0658/MID1,F0658/MID7,fs,F0658,F0658,619,0,22,F0658.MID1.MID7,,fs,0
F0672/MID1,F0672/MID2,fs,F0672,F0672,632,0,117,F0672.MID1.MID2,,fs,0
F0929/MID2,F0929/MID4,md,F0929,F0929,881,0,10,F0929.MID2.MID4,,md,3
F1003/MID2,F1003/MID7,md,F1003,F1003,955,0,40,F1003.MID2.MID7,,md,3
F0612/MID3,F0612/MID1,fs,F0612,F0612,575,0,3,F0612.MID3.MID1,,fs,0
F0120/MID2,F0120/MID1,md,F0120,F0120,112,0,12,F0120.MID2.MID1,,md,3
F1016/MID6,F1016/MID2,md,F1016,F1016,960,0,54,F1016.MID6.MID2,,md,3
F0048/MID1,F0048/MID6,fs,F0048,F0048,43,0,16,F0048.MID1.MID6,,fs,0
F0759/MID1,F0759/MID9,fs,F0759,F0759,715,0,7,F0759.MID1.MID9,,fs,0
F0206/MID1,F0206/MID11,fd,F0206,F0206,194,0,126,F0206.MID1.MID11,,fd,1
F0206/MID2,F0206/MID3,ms,F0206,F0206,194,0,91,F0206.MID2.MID3,,ms,2
F0583/MID2,F0583/MID3,fs,F0583,F0583,548,0,50,F0583.MID2.MID3,,fs,0
F0740/MID8,F0740/MID9,fd,F0740,F0740,696,0,12,F0740.MID8.MID9,,fd,1
F0701/MID6,F0701/MID8,fs,F0701,F0701,660,0,6,F0701.MID6.MID8,,fs,0
F0796/MID1,F0796/MID2,md,F0796,F0796,750,0,49,F0796.MID1.MID2,,md,3
F0368/MID5,F0368/MID4,fd,F0368,F0368,345,0,6,F0368.MID5.MID4,,fd,1
F0295/MID3,F0295/MID2,fs,F0295,F0295,276,0,15,F0295.MID3.MID2,,fs,0
F0560/MID1,F0560/MID3,fs,F0560,F0560,526,0,40,F0560.MID1.MID3,,fs,0
F0425/MID6,F0425/MID7,fd,F0425,F0425,397,0,21,F0425.MID6.MID7,,fd,1
F0237/MID1,F0237/MID2,md,F0237,F0237,222,0,50,F0237.MID1.MID2,,md,3
F0865/MID1,F0865/MID3,fs,F0865,F0865,818,0,24,F0865.MID1.MID3,,fs,0
F0723/MID1,F0723/MID2,fs,F0723,F0723,679,0,24,F0723.MID1.MID2,,fs,0
F0967/MID1,F0967/MID4,fs,F0967,F0967,919,0,27,F0967.MID1.MID4,,fs,0
F0447/MID2,F0447/MID3,ms,F0447,F0447,419,0,42,F0447.MID2.MID3,,ms,2
F0601/MID18,F0601/MID30,fd,F0601,F0601,565,0,26,F0601.MID18.MID30,,fd,1
F0096/MID5,F0096/MID7,ms,F0096,F0096,89,0,36,F0096.MID5.MID7,,ms,2
F0844/MID1,F0844/MID3,fs,F0844,F0844,798,0,24,F0844.MID1.MID3,,fs,0
F0571/MID3,F0571/MID2,md,F0571,F0571,537,0,28,F0571.MID3.MID2,,md,3
F0038/MID1,F0038/MID6,fs,F0038,F0038,33,0,12,F0038.MID1.MID6,,fs,0
F0135/MID1,F0135/MID3,fd,F0135,F0135,127,0,4,F0135.MID1.MID3,,fd,1
F0829/MID6,F0829/MID1,ms,F0829,F0829,783,0,40,F0829.MID6.MID1,,ms,2
F0432/MID3,F0432/MID2,fs,F0432,F0432,404,0,32,F0432.MID3.MID2,,fs,0
F0411/MID1,F0411/MID3,fd,F0411,F0411,383,0,15,F0411.MID1.MID3,,fd,1
F0992/MID5,F0992/MID11,md,F0992,F0992,944,0,16,F0992.MID5.MID11,,md,3
F1001/MID1,F1001/MID3,ms,F1001,F1001,953,0,40,F1001.MID1.MID3,,ms,2
F0991/MID9,F0991/MID20,md,F0991,F0991,943,0,2,F0991.MID9.MID20,,md,3
F0152/MID6,F0152/MID4,fs,F0152,F0152,143,0,1,F0152.MID6.MID4,,fs,0
F0987/MID6,F0987/MID7,md,F0987,F0987,939,0,55,F0987.MID6.MID7,,md,3
F0798/MID2,F0798/MID4,fd,F0798,F0798,752,0,30,F0798.MID2.MID4,,fd,1
